diggCount,followerCount,followingCount,heartCount,videoCount,downloadSetting,duetSetting,nickname,openFavorite,signature,stitchSetting,uniqueId,verified,fake
-0.18744783688219038,-0.08694820206951176,-0.2429415564101375,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,gyzituvigy542,False,True
-0.1227484244412064,-0.08691312842667573,3.857014273868357,-0.08902466133230527,-0.20094081539313707,0,0,BEULAH,True,,0,tshphjtowl2401583tbww,False,True
0.001863066331961905,-0.08665378106767695,0.0004606641851979377,-0.08896081104261483,1.0855582758426767,0,0,Lello27,False,,0,aristanismamojadanuoro,False,False
-0.041574950508176424,-0.08684940307560746,-0.1323437674455307,-0.08901119146032888,-0.026828156428891598,0,0,clemevitale,False,,0,clemevitale,False,False
-0.1835757284118377,-0.08694820206951176,-0.22552458177004195,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,exidyvetoqygyv,False,True
-0.1849837678556023,-0.08685137905548554,-0.4171113028110931,-0.08901078891243074,-0.04133754467591205,0,0,marysoloxidiananu,False,,0,marysoloxidiananu,False,False
-0.16949533397419156,-0.08694820206951176,-0.2664544721742665,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,tetorazusasi458,False,True
-0.1803372376911791,-0.08694820206951176,-0.2429415564101375,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,uqyfikiqyvamov,False,True
-0.18984150393659022,-0.08694622608963366,-0.15890465377167642,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,edijokymuly395,False,True
0.009677685244855511,-0.08681679940761904,-0.3726980174788494,-0.08902227701013934,-0.16224911340108253,0,0,Angela Scala,False,,0,angelascala2,False,False
-0.20708998712270674,-0.08694770807454223,-0.4332220043531815,-0.08902466133230527,-0.15257618790306887,0,0,user7929804350808,False,,0,user7929804350808,False,True
-0.18322371855089653,-0.08694672008460319,-0.17022568728773854,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,cavovosesijuso,False,True
-0.08480176143175006,-0.08659351368139533,-0.21289727515597268,-0.0888517824926633,1.767499523452638,0,0,sangue blu,False,,0,giulianocrispo300,False,False
2.9961997474417887,-0.08683161925670468,-0.43017403379116476,-0.08902466133230527,-0.20094081539313707,0,0,Titti Mercury860,False,,0,tittimercury860,False,False
-0.18315331657870831,-0.08694770807454223,-0.21420354825397983,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,zubydopybul606,False,True
-0.17857718838647332,-0.08694770807454223,-0.2555688630242068,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,tukoxycokokak,False,True
3.50309394719705,-0.08462099176809604,-0.2573105604882163,-0.058570364576459394,0.4036170282327153,0,0,Aaron Brennan,False,"Twitter - aaronbrennan110 
I love all sports",0,aaronbrennan110,False,False
-0.08156327071109144,-0.08684051116615607,-0.1719673847517481,-0.08902466133230527,-0.20094081539313707,0,0,domenicobastone5,False,,0,domenicobastone5,False,False
-0.17787316866459102,-0.08694672008460319,-0.246860375704159,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,ywokomyrugywyg,False,True
-0.1991345642654367,-0.08680642551325908,-0.2721149889322976,-0.08901651747867356,-0.11872094866002116,0,0,Francesco Santaniell,False,,0,francescosantanie98,False,False
-0.17653553119301463,-0.08694770807454223,-0.239022737116116,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,fehibygagesy936,False,True
-0.17907000219179092,-0.0869472140795727,-0.2638419259782522,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,byzavenucoc451,False,True
-0.20708998712270674,-0.08690374252225481,-0.16674229235971944,-0.08902466133230527,-0.20094081539313707,0,0,quomj,False,"Please follow me
My husband is on a business trip for half a month and needs a man to",0,quomj,False,False
0.18631623346512627,-0.08666662493688451,0.3122245102429084,-0.08902463036708234,-0.20094081539313707,0,0,mau,False,,0,mauruzio1,False,False
-0.1599206657565922,-0.08665970900731121,-0.18285299390180781,-0.08902212218402467,-0.1815949643971098,0,0,andrea,False,,0,caletto013,False,False
-0.20434431020736574,14.090707423197083,-0.4802478358814395,5.983255556076315,4.147039195963993,0,0,Tottenham Hotspur,False,"Welcome to Tottenham Hotspur’s official TikTok!
#COYS
Join the Spurs family👇📱",0,spursofficial,True,False
-0.18730703293781392,-0.0869472140795727,-0.22552458177004195,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,yrekyliqewib256,False,True
-0.187940650687508,-0.08694622608963366,-0.1806758720717959,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,tutukihaqufape,False,True
-0.20680837923395382,-0.08683063126676564,-0.4885208988354849,-0.08902466133230527,-0.20094081539313707,0,0,Julez Alex,False,,0,julez9669,False,False
0.493550440094565,-0.0868276672969485,-0.09794524253134197,-0.08902466133230527,-0.20094081539313707,0,0,Italia,False,,0,aereonatica,False,False
-0.2028658687914129,-0.086482364813253,-0.4802478358814395,-0.08902218411447053,-0.19126788989512344,0,0,giuseppecovone74,False,,0,giuseppecovone74,False,False
-0.18350532643964948,-0.08694672008460319,-0.15803380503967165,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,ometavafomasip,False,True
-0.1766763351373911,-0.0869472140795727,-0.24990834626617572,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,kazilisilumo452,False,True
-0.18991190590877846,-0.08694770807454223,-0.2420707076781327,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,tojabuluryvira,False,True
-0.14119374115452282,-0.08674023018734321,-0.2351039178220945,-0.08901983075752753,-0.1332303369070416,0,0,Filomena Rocco,False,,0,filomenarocco1,False,False
0.2697425705081796,-0.08676690591569737,-0.3726980174788494,-0.08901868504427897,-0.15257618790306887,0,0,Francesco Crispo,False,,0,francescocrispo0,False,False
-0.1817452771349437,-0.08694770807454223,-0.2673253209062713,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,sepemolocyr163,False,True
-0.20708998712270674,-0.0869472140795727,-0.262535652880245,-0.08902466133230527,-0.14773972515406206,0,0,congcalibymind,False,,0,congcalibymind,False,True
-0.028128173820224363,-0.055134926032328176,-0.4806832602474419,-0.07487974749593476,0.11826572604131295,0,0,نادي أبها السعودي,False,Official  Account of  #Abha Saudi Club,0,abhafc,True,False
-0.19997938793169545,-0.08692202033612711,-0.4732810460254013,-0.08902456843663648,-0.19610435264413026,0,0,BlackPanter1969,False,,0,blackpanter1969,False,False
-0.17801397260896748,-0.08694820206951176,-0.26601904780826413,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,nybudemycyzyv,False,True
-0.1856173856052964,-0.08661030951035906,0.0257152774133365,-0.08900019880618722,-0.15741265065207571,0,0,Patyyguaman05,False,,0,patriciaguama05,False,False
-0.176957943026144,-0.08694770807454223,-0.21638067008399178,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,oputinolele863,False,True
-0.17752115880364985,-0.0869472140795727,-0.18677181319582933,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,iqujygymaxuw278,False,True
-0.16914332411325042,-0.08694770807454223,-0.17414450658176003,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,bolapifava461,False,True
2.6230692948441665,-0.08683310124161325,-0.1880780862938365,-0.0890212551577825,-0.12355741140902797,0,0,Giuseppe Campo,False,,0,user1244868003775,False,False
-0.18097085544087316,-0.0869472140795727,-0.25643971175621155,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,ridejajiwyw610,False,True
0.6799748624489999,-0.08645914704968548,-0.32828473214660575,-0.08900369787637878,-0.1283938741580348,0,0,giodidonna69,False,,0,giodidonna69,False,False
0.2818517097245553,-0.08582979745851511,-0.4846020795414634,-0.0801004840826512,-0.1332303369070416,0,0,Tik Toker,False,professional AOT meatrider,0,userpzn86k51c6,False,False
-0.16780568664167403,-0.08690275453231577,-0.42930318505916,-0.08901868504427897,-0.03650108192690524,0,0,Filippo Casoria,False,,0,filippocasoria,False,False
-0.185194973772167,-0.08694820206951176,-0.22596000613604433,-0.08902466133230527,-0.20094081539313707,0,0,Tik Toker,False,,0,apemejofanapac,False,True
-0.20687878120614206,-0.08694375611478607,-0.4850375039074658,-0.08902466133230527,-0.20094081539313707,0,0,samueladdo195,False,,0,samueladdo195,False,False
-0.17526829569362648,-0.08692103234618807,-0.4436721891372388,-0.08902317500160443,-0.1864314271461166,0,0,annamariapercido,False,,0,annamariapercido,False,False
0.08972472762287378,-0.08674566413200795,-0.39708178197498323,-0.08834652295004496,-0.1864314271461166,0,1,Duber Sil...,False,"Me Sigues Porfa !!! 🥺
« » Years Old... 🇵🇪
ID: 1843085531
...Engineering...",1,i.am_duber,False,False
0.10957808377995484,-0.0867767858150878,1.108615675661278,-0.08902466133230527,-0.20094081539313707,0,0,3@TRONĶY,False,,0,tronchi141tronchi,False,False
